"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography code","Gender","Age","Socio-economic classification","Household income","Value","Value_type","Sample size","Standard Error","Lower CI","Upper CI"
"Proportion of adults who were victims of all CSEW crime ","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","North East","ONS geography code","E12000001","All","16+","All","All","13.21541296","%","6167","0.431245619","12.37","14.06065437"
"Proportion of adults who were victims of all CSEW crime ","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Cleveland","ONS geography code","E23000013","All","16+","All","All","16.46000528","%","1837","0.865182305","14.76","18.1557626"
"Proportion of adults who were victims of all CSEW crime ","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Durham","ONS geography code","E23000008","All","16+","All","All","14.03838057","%","1991","0.778529673","12.51","15.56429873"
"Proportion of adults who were victims of all CSEW crime ","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Northumbria","ONS geography code","E23000007","All","16+","All","All","11.66642894","%","2339","0.663768675","10.37","12.96741555"
"Proportion of adults who were victims of all CSEW crime ","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","North West","ONS geography code","E12000002","All","16+","All","All","13.31178181","%","11548","0.316114739","12.69","13.9313667"
"Proportion of adults who were victims of all CSEW crime ","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Cheshire","ONS geography code","E23000006","All","16+","All","All","10.94385868","%","1838","0.728189515","9.52","12.37111013"
"Proportion of adults who were victims of all CSEW crime ","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Cumbria","ONS geography code","E23000002","All","16+","All","All","11.65055254","%","1822","0.751624614","10.18","13.12373678"
"Proportion of adults who were victims of all CSEW crime ","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Greater Manchester","ONS geography code","E23000005","All","16+","All","All","14.4088041","%","3657","0.580719","13.27","15.54701334"
"Proportion of adults who were victims of all CSEW crime ","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Lancashire","ONS geography code","E23000003","All","16+","All","All","15.83584046","%","2236","0.772055026","14.32","17.34906831"
"Proportion of adults who were victims of all CSEW crime ","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Merseyside","ONS geography code","E23000004","All","16+","All","All","11.31434158","%","1995","0.7092019","9.92","12.7043773"
"Proportion of adults who were victims of all CSEW crime ","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Yorkshire and the Humber","ONS geography code","E12000003","All","16+","All","All","14.88639454","%","8749","0.380552911","14.14","15.63227825"
"Proportion of adults who were victims of all CSEW crime ","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Humberside","ONS geography code","E23000012","All","16+","All","All","17.29728292","%","1838","0.882218336","15.57","19.02643086"
"Proportion of adults who were victims of all CSEW crime ","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","North Yorkshire","ONS geography code","E23000009","All","16+","All","All","9.221141973","%","1938","0.657215543","7.93","10.50928444"
"Proportion of adults who were victims of all CSEW crime ","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","South Yorkshire","ONS geography code","E23000011","All","16+","All","All","18.00644396","%","1912","0.878738984","16.28","19.72877237"
"Proportion of adults who were victims of all CSEW crime ","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","West Yorkshire","ONS geography code","E23000010","All","16+","All","All","14.06348235","%","3061","0.628352934","12.83","15.2950541"
"Proportion of adults who were victims of all CSEW crime ","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","East Midlands","ONS geography code","E12000004","All","16+","All","All","16.15545347","%","8881","0.390540476","15.39","16.92091281"
"Proportion of adults who were victims of all CSEW crime ","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Derbyshire","ONS geography code","E23000018","All","16+","All","All","13.09221909","%","1866","0.780872526","11.56","14.62272924"
"Proportion of adults who were victims of all CSEW crime ","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Leicestershire","ONS geography code","E23000021","All","16+","All","All","20.46032488","%","1692","0.980726679","18.54","22.38254917"
"Proportion of adults who were victims of all CSEW crime ","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Lincolnshire","ONS geography code","E23000020","All","16+","All","All","13.84638916","%","1878","0.796997969","12.28","15.40850518"
"Proportion of adults who were victims of all CSEW crime ","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Northamptonshire","ONS geography code","E23000022","All","16+","All","All","19.79122386","%","1689","0.969465694","17.89","21.69137662"
"Proportion of adults who were victims of all CSEW crime ","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Nottinghamshire","ONS geography code","E23000019","All","16+","All","All","15.04821541","%","1756","0.853230747","13.38","16.72054767"
"Proportion of adults who were victims of all CSEW crime ","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","West Midlands Region","ONS geography code","E12000005","All","16+","All","All","14.55264134","%","8625","0.379700074","13.81","15.29685349"
"Proportion of adults who were victims of all CSEW crime ","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Staffordshire","ONS geography code","E23000015","All","16+","All","All","12.68230203","%","1997","0.74466536","11.22","14.14184614"
"Proportion of adults who were victims of all CSEW crime ","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Warwickshire","ONS geography code","E23000017","All","16+","All","All","14.97781815","%","1826","0.835102941","13.34","16.61461991"
"Proportion of adults who were victims of all CSEW crime ","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","West Mercia","ONS geography code","E23000016","All","16+","All","All","11.57498584","%","1833","0.747251113","10.11","13.03959802"
"Proportion of adults who were victims of all CSEW crime ","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","West Midlands","ONS geography code","E23000014","All","16+","All","All","17.58027824","%","2969","0.698591578","16.21","18.94951773"
"Proportion of adults who were victims of all CSEW crime ","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","East","ONS geography code","E12000006","All","16+","All","All","14.90233325","%","11280","0.335298347","14.25","15.55951801"
"Proportion of adults who were victims of all CSEW crime ","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Bedfordshire","ONS geography code","E23000026","All","16+","All","All","17.42419865","%","1719","0.914881545","15.63","19.21736648"
"Proportion of adults who were victims of all CSEW crime ","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Cambridgeshire","ONS geography code","E23000023","All","16+","All","All","16.02776629","%","1728","0.882536111","14.3","17.75753707"
"Proportion of adults who were victims of all CSEW crime ","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Essex","ONS geography code","E23000028","All","16+","All","All","16.1027966","%","2452","0.742273854","14.65","17.55765335"
"Proportion of adults who were victims of all CSEW crime ","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Hertfordshire","ONS geography code","E23000027","All","16+","All","All","13.93754349","%","1702","0.83949905","12.29","15.58296163"
"Proportion of adults who were victims of all CSEW crime ","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Norfolk","ONS geography code","E23000024","All","16+","All","All","12.47892184","%","1846","0.769181824","10.97","13.98651822"
"Proportion of adults who were victims of all CSEW crime ","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Suffolk","ONS geography code","E23000025","All","16+","All","All","13.59996029","%","1833","0.800653412","12.03","15.16924098"
"Proportion of adults who were victims of all CSEW crime ","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","London","ONS geography code","E12000007","All","16+","All","All","17.35659843","%","7105","0.44931856","16.48","18.23726281"
"Proportion of adults who were victims of all CSEW crime ","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","City of London / Metropolitan Police","ONS geography code","E12000007","All","16+","All","All","17.35659843","%","7105","0.44931856","16.48","18.23726281"
"Proportion of adults who were victims of all CSEW crime ","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","South East","ONS geography code","E12000008","All","16+","All","All","15.40619467","%","12468","0.323309581","14.77","16.03988144"
"Proportion of adults who were victims of all CSEW crime ","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Hampshire","ONS geography code","E23000030","All","16+","All","All","14.19873891","%","2835","0.655533953","12.91","15.48358546"
"Proportion of adults who were victims of all CSEW crime ","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Kent","ONS geography code","E23000032","All","16+","All","All","17.33561705","%","2495","0.757868038","15.85","18.82103841"
"Proportion of adults who were victims of all CSEW crime ","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Surrey","ONS geography code","E23000031","All","16+","All","All","13.72060881","%","1725","0.828410658","12.1","15.3442937"
"Proportion of adults who were victims of all CSEW crime ","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Sussex","ONS geography code","E23000033","All","16+","All","All","15.92491084","%","2357","0.753689356","14.45","17.40214198"
"Proportion of adults who were victims of all CSEW crime ","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Thames Valley","ONS geography code","E23000029","All","16+","All","All","15.51294515","%","3056","0.654885748","14.23","16.79652122"
"Proportion of adults who were victims of all CSEW crime ","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","South West","ONS geography code","E12000009","All","16+","All","All","12.24225584","%","11033","0.312051764","11.63","12.85387729"
"Proportion of adults who were victims of all CSEW crime ","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Avon and Somerset","ONS geography code","E23000036","All","16+","All","All","14.1787947","%","2363","0.717604413","12.77","15.58529935"
"Proportion of adults who were victims of all CSEW crime ","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Devon and Cornwall","ONS geography code","E23000035","All","16+","All","All","10.77863001","%","2905","0.575364626","9.65","11.90634468"
"Proportion of adults who were victims of all CSEW crime ","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Dorset","ONS geography code","E23000039","All","16+","All","All","12.51099475","%","1851","0.768987802","11","14.01821085"
"Proportion of adults who were victims of all CSEW crime ","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Gloucestershire","ONS geography code","E23000037","All","16+","All","All","9.930846012","%","2046","0.661193158","8.63","11.2267846"
"Proportion of adults who were victims of all CSEW crime ","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Wiltshire","ONS geography code","E23000038","All","16+","All","All","12.78328238","%","1868","0.772560722","11.27","14.29750139"
"Proportion of adults who were victims of all CSEW crime ","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Wales","ONS geography code","W92000004","All","16+","All","All","14.26834293","%","7996","0.391129872","13.5","15.03495747"
"Proportion of adults who were victims of all CSEW crime ","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Dyfed-Powys","ONS geography code","W15000004","All","16+","All","All","8.881824412","%","1951","0.644057979","7.62","10.14417805"
"Proportion of adults who were victims of all CSEW crime ","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Gwent","ONS geography code","W15000002","All","16+","All","All","19.88919539","%","2039","0.883986314","18.16","21.62180857"
"Proportion of adults who were victims of all CSEW crime ","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","North Wales","ONS geography code","W15000001","All","16+","All","All","9.201226922","%","1975","0.65039817","7.93","10.47600734"
"Proportion of adults who were victims of all CSEW crime ","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","South Wales","ONS geography code","W15000003","All","16+","All","All","16.94966213","%","2031","0.832523043","15.32","18.5814073"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","All","17.23380257","%","10093","0.375929945","16.5","17.97062526"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","North East","ONS geography code","E12000001","All","16+","All","All","19.12475902","%","183","2.907235645","13.43","24.82294089"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Cleveland","ONS geography code","E23000013","All","16+","All","All","24.65797764","%","65","5.346144409","14.18","35.13642068"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Durham","ONS geography code","E23000008","All","16+","All","All","?","%","25","?","?","?"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Northumbria","ONS geography code","E23000007","All","16+","All","All","17.47066892","%","93","3.937471788","9.75","25.18811363"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","North West","ONS geography code","E12000002","All","16+","All","All","14.68872281","%","804","1.248438678","12.24","17.13566262"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Cheshire","ONS geography code","E23000006","All","16+","All","All","?","%","40","?","?","?"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Cumbria","ONS geography code","E23000002","All","16+","All","All","?","%","30","?","?","?"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Greater Manchester","ONS geography code","E23000005","All","16+","All","All","15.17230071","%","507","1.593274426","12.05","18.29511859"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Lancashire","ONS geography code","E23000003","All","16+","All","All","16.00388545","%","140","3.098691193","9.93","22.07732019"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Merseyside","ONS geography code","E23000004","All","16+","All","All","13.66781866","%","87","3.68278474","6.45","20.88607675"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Yorkshire and the Humber","ONS geography code","E12000003","All","16+","All","All","17.14929723","%","664","1.462807648","14.28","20.01640022"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Humberside","ONS geography code","E23000012","All","16+","All","All","?","%","44","?","?","?"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","North Yorkshire","ONS geography code","E23000009","All","16+","All","All","?","%","37","?","?","?"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","South Yorkshire","ONS geography code","E23000011","All","16+","All","All","15.88676814","%","120","3.337023888","9.35","22.42733496"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","West Yorkshire","ONS geography code","E23000010","All","16+","All","All","18.62692833","%","463","1.809341236","15.08","22.17323715"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","East Midlands","ONS geography code","E12000004","All","16+","All","All","21.6095714","%","728","1.525418139","18.62","24.59939095"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Derbyshire","ONS geography code","E23000018","All","16+","All","All","15.38040479","%","92","3.761191456","8.01","22.75234004"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Leicestershire","ONS geography code","E23000021","All","16+","All","All","23.45646826","%","303","2.43424477","18.69","28.22758801"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Lincolnshire","ONS geography code","E23000020","All","16+","All","All","?","%","41","?","?","?"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Northamptonshire","ONS geography code","E23000022","All","16+","All","All","15.49280216","%","142","3.03646071","9.54","21.44426515"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Nottinghamshire","ONS geography code","E23000019","All","16+","All","All","25.93596223","%","150","3.578567764","18.92","32.94995505"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","West Midlands Region","ONS geography code","E12000005","All","16+","All","All","17.330499","%","1162","1.110388941","15.15","19.50686133"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Staffordshire","ONS geography code","E23000015","All","16+","All","All","18.21095084","%","86","4.161641494","10.05","26.36776817"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Warwickshire","ONS geography code","E23000017","All","16+","All","All","14.12509522","%","104","3.415168663","7.43","20.8188258"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","West Mercia","ONS geography code","E23000016","All","16+","All","All","16.54062165","%","56","4.965002518","6.81","26.27202658"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","West Midlands","ONS geography code","E23000014","All","16+","All","All","17.47238318","%","916","1.254665591","15.01","19.93152773"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","East","ONS geography code","E12000006","All","16+","All","All","19.74633804","%","930","1.305371837","17.19","22.30486684"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Bedfordshire","ONS geography code","E23000026","All","16+","All","All","20.60746754","%","318","2.26823778","16.16","25.05321359"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Cambridgeshire","ONS geography code","E23000023","All","16+","All","All","20.42832932","%","142","3.383385559","13.8","27.05976501"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Essex","ONS geography code","E23000028","All","16+","All","All","23.10148055","%","156","3.37455567","16.49","29.71560967"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Hertfordshire","ONS geography code","E23000027","All","16+","All","All","16.6431658","%","204","2.607795264","11.53","21.75444452"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Norfolk","ONS geography code","E23000024","All","16+","All","All","?","%","42","?","?","?"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Suffolk","ONS geography code","E23000025","All","16+","All","All","22.4101822","%","68","5.056739756","12.5","32.32139212"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","London","ONS geography code","E12000007","All","16+","All","All","16.78532837","%","3979","0.592485741","15.62","17.94660042"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","City of London / Metropolitan Police","ONS geography code","E12000007","All","16+","All","All","16.78532837","%","3979","0.592485741","15.62","17.94660042"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","South East","ONS geography code","E12000008","All","16+","All","All","16.38767752","%","1050","1.142350033","14.15","18.62668359"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Hampshire","ONS geography code","E23000030","All","16+","All","All","18.98563739","%","139","3.326489834","12.47","25.50555746"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Kent","ONS geography code","E23000032","All","16+","All","All","21.6334963","%","157","3.286084798","15.19","28.0742225"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Surrey","ONS geography code","E23000031","All","16+","All","All","15.92683894","%","153","2.958337829","10.13","21.72518108"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Sussex","ONS geography code","E23000033","All","16+","All","All","15.81207486","%","123","3.289779411","9.36","22.2600425"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Thames Valley","ONS geography code","E23000029","All","16+","All","All","14.24209254","%","478","1.598490432","11.11","17.37513379"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","South West","ONS geography code","E12000009","All","16+","All","All","15.86175799","%","373","1.891550588","12.15","19.56919714"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Avon and Somerset","ONS geography code","E23000036","All","16+","All","All","18.50841656","%","129","3.419370463","11.81","25.21038267"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Devon and Cornwall","ONS geography code","E23000035","All","16+","All","All","?","%","44","?","?","?"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Dorset","ONS geography code","E23000039","All","16+","All","All","11.34960273","%","56","4.238738843","3.04","19.65753086"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Gloucestershire","ONS geography code","E23000037","All","16+","All","All","18.58302027","%","81","4.321884284","10.11","27.05391347"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Wiltshire","ONS geography code","E23000038","All","16+","All","All","15.82328468","%","63","4.598053642","6.81","24.83546981"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Wales","ONS geography code","W92000004","All","16+","All","All","21.92755809","%","220","2.789540533","16.46","27.39505754"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Dyfed-Powys","ONS geography code","W15000004","All","16+","All","All","?","%","20","?","?","?"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Gwent","ONS geography code","W15000002","All","16+","All","All","31.33104895","%","56","6.198315247","19.18","43.47974684"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","North Wales","ONS geography code","W15000001","All","16+","All","All","?","%","31","?","?","?"
"Proportion of adults who were victims of all CSEW crime ","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","South Wales","ONS geography code","W15000003","All","16+","All","All","21.5384294","%","113","3.867196967","13.96","29.11813545"
"Proportion of adults who were victims of all CSEW crime ","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16-24","All","All","21.73769368","%","6333","0.51829654","20.72","22.75355489"
"Proportion of adults who were victims of all CSEW crime ","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","25-34","All","All","18.72162425","%","12695","0.346212638","18.04","19.40020102"
"Proportion of adults who were victims of all CSEW crime ","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","35-44","All","All","17.24597574","%","14070","0.318486771","16.62","17.87020981"
"Proportion of adults who were victims of all CSEW crime ","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","45-54","All","All","16.22196945","%","16191","0.289721034","15.65","16.78982268"
"Proportion of adults who were victims of all CSEW crime ","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","55-64","All","All","12.29861306","%","15594","0.262998054","11.78","12.81408924"
"Proportion of adults who were victims of all CSEW crime ","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","65-74","All","All","8.427818605","%","16174","0.218439237","8","8.855959509"
"Proportion of adults who were victims of all CSEW crime ","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","75+","All","All","5.289235663","%","12795","0.197868192","4.9","5.677057318"
"Proportion of adults who were victims of all CSEW crime ","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16-24","All","All","26.48810174","%","215","3.009435271","20.59","32.38659487"
"Proportion of adults who were victims of all CSEW crime ","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","25-34","All","All","24.91943262","%","274","2.613109245","19.8","30.04112674"
"Proportion of adults who were victims of all CSEW crime ","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","35-44","All","All","23.02030984","%","225","2.806418294","17.52","28.5208897"
"Proportion of adults who were victims of all CSEW crime ","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","45-54","All","All","22.19187259","%","152","3.370448246","15.59","28.79795115"
"Proportion of adults who were victims of all CSEW crime ","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","55-64","All","All","12.84012119","%","90","3.52631915","5.93","19.75170673"
"Proportion of adults who were victims of all CSEW crime ","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","65-74","All","All","2.789056084","%","55","2.220265236","0","7.140775946"
"Proportion of adults who were victims of all CSEW crime ","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","75+","All","All","?","%","32","?","?","?"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16-24","All","All","14.9079995","%","582","1.476360984","12.01","17.80166703"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","25-34","All","All","18.66858019","%","1372","1.051980685","16.61","20.73046233"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","35-44","All","All","15.91486943","%","1540","0.932182147","14.09","17.74194644"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","45-54","All","All","18.06796548","%","822","1.34197859","15.44","20.69824352"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","55-64","All","All","13.2649801","%","546","1.451624272","10.42","16.11016367"
